Facility Name,State,Measure Name,Number of Discharges,Excess Readmission Ratio,Predicted Readmission Rate,Expected Readmission Rate,Number of Readmissions,Start Date,End Date
MANATEE MEMORIAL HOSPITAL,FL,READM-30-COPD-HRRP,217.0,0.9477,18.6026,19.6284,37,07/01/2020,06/30/2023
MEMORIAL REGIONAL HOSPITAL,FL,READM-30-PN-HRRP,356.0,1.0637,17.0799,16.057,65,07/01/2020,06/30/2023
MEMORIAL REGIONAL HOSPITAL,FL,READM-30-COPD-HRRP,106.0,1.0291,19.9933,19.4277,23,07/01/2020,06/30/2023
BROWARD HEALTH MEDICAL CENTER,FL,READM-30-PN-HRRP,169.0,0.9812,16.1496,16.4585,26,07/01/2020,06/30/2023
BROWARD HEALTH MEDICAL CENTER,FL,READM-30-COPD-HRRP,70.0,1.0004,15.6805,15.6742,11,07/01/2020,06/30/2023
ASCENSION ST VINCENT'S RIVERSIDE,FL,READM-30-PN-HRRP,574.0,1.0151,17.9377,17.6716,104,07/01/2020,06/30/2023
ASCENSION ST VINCENT'S RIVERSIDE,FL,READM-30-COPD-HRRP,154.0,1.1657,22.2324,19.0725,44,07/01/2020,06/30/2023
MEASE DUNEDIN HOSPITAL,FL,READM-30-PN-HRRP,176.0,0.9605,15.1753,15.7986,24,07/01/2020,06/30/2023
MEASE DUNEDIN HOSPITAL,FL,READM-30-COPD-HRRP,55.0,1.0281,18.7218,18.21,12,07/01/2020,06/30/2023
CLEVELAND CLINIC MARTIN NORTH HOSPITAL,FL,READM-30-PN-HRRP,1495.0,1.0239,15.7467,15.3791,237,07/01/2020,06/30/2023
CLEVELAND CLINIC MARTIN NORTH HOSPITAL,FL,READM-30-COPD-HRRP,415.0,1.1629,19.2145,16.5224,89,07/01/2020,06/30/2023
ADVENTHEALTH DELAND,FL,READM-30-PN-HRRP,304.0,1.0207,16.6455,16.3079,52,07/01/2020,06/30/2023
ADVENTHEALTH DELAND,FL,READM-30-COPD-HRRP,125.0,1.0208,18.9839,18.5964,25,07/01/2020,06/30/2023
FLORIDA HOSPITAL ZEPHYRHILLS,FL,READM-30-PN-HRRP,279.0,0.9434,16.4818,17.4709,42,07/01/2020,06/30/2023
FLORIDA HOSPITAL ZEPHYRHILLS,FL,READM-30-COPD-HRRP,96.0,0.9282,18.3572,19.7772,13,07/01/2020,06/30/2023
SHOREPOINT HEALTH PUNTA GORDA,FL,READM-30-PN-HRRP,245.0,1.1166,18.9241,16.9481,54,07/01/2020,06/30/2023
SHOREPOINT HEALTH PUNTA GORDA,FL,READM-30-COPD-HRRP,98.0,0.9648,17.5681,18.2092,15,07/01/2020,06/30/2023
HCA FLORIDA HIGHLANDS HOSPITAL,FL,READM-30-PN-HRRP,262.0,1.0465,18.2599,17.4493,51,07/01/2020,06/30/2023
HCA FLORIDA HIGHLANDS HOSPITAL,FL,READM-30-COPD-HRRP,68.0,1.0501,19.0525,18.1439,16,07/01/2020,06/30/2023
LARKIN COMMUNITY HOSPITAL PALM SPRINGS CAMPUS,FL,READM-30-PN-HRRP,158.0,0.9294,16.4736,17.7256,21,07/01/2020,06/30/2023
LARKIN COMMUNITY HOSPITAL PALM SPRINGS CAMPUS,FL,READM-30-COPD-HRRP,55.0,0.9949,20.5942,20.7,11,07/01/2020,06/30/2023
ORLANDO HEALTH SOUTH LAKE HOSPITAL,FL,READM-30-PN-HRRP,444.0,1.0387,16.3119,15.7037,75,07/01/2020,06/30/2023
ORLANDO HEALTH SOUTH LAKE HOSPITAL,FL,READM-30-COPD-HRRP,199.0,0.9515,15.5501,16.3423,28,07/01/2020,06/30/2023
WINTER HAVEN HOSPITAL,FL,READM-30-PN-HRRP,489.0,1.0814,17.92,16.5717,93,07/01/2020,06/30/2023
WINTER HAVEN HOSPITAL,FL,READM-30-COPD-HRRP,207.0,0.9566,17.7463,18.5522,34,07/01/2020,06/30/2023
STEWARD HIALEAH HOSPITAL,FL,READM-30-PN-HRRP,180.0,1.1153,20.6996,18.5604,45,07/01/2020,06/30/2023
STEWARD HIALEAH HOSPITAL,FL,READM-30-COPD-HRRP,,0.9943,23.9386,24.0763,Too Few to Report,07/01/2020,06/30/2023
HCA FLORIDA TWIN CITIES HOSPITAL,FL,READM-30-PN-HRRP,177.0,1.118,18.8122,16.8259,41,07/01/2020,06/30/2023
HCA FLORIDA TWIN CITIES HOSPITAL,FL,READM-30-COPD-HRRP,64.0,1.0151,18.8525,18.5726,13,07/01/2020,06/30/2023
ADVENTHEALTH NORTH PINELLAS,FL,READM-30-PN-HRRP,230.0,1.1083,17.8005,16.061,48,07/01/2020,06/30/2023
ADVENTHEALTH NORTH PINELLAS,FL,READM-30-COPD-HRRP,70.0,0.9816,18.7884,19.1409,12,07/01/2020,06/30/2023
ADVENTHEALTH WATERMAN,FL,READM-30-PN-HRRP,722.0,0.9198,15.0432,16.3553,103,07/01/2020,06/30/2023
ADVENTHEALTH WATERMAN,FL,READM-30-COPD-HRRP,182.0,1.0025,18.0484,18.0037,33,07/01/2020,06/30/2023
ADVENTHEALTH OCALA,FL,READM-30-PN-HRRP,604.0,0.9313,15.5289,16.674,89,07/01/2020,06/30/2023
ADVENTHEALTH OCALA,FL,READM-30-COPD-HRRP,219.0,0.9476,17.9602,18.9541,36,07/01/2020,06/30/2023
MORTON PLANT NORTH BAY HOSPITAL,FL,READM-30-PN-HRRP,285.0,1.0175,17.4781,17.1782,51,07/01/2020,06/30/2023
MORTON PLANT NORTH BAY HOSPITAL,FL,READM-30-COPD-HRRP,135.0,1.0347,19.8944,19.2277,29,07/01/2020,06/30/2023
ST ANTHONYS HOSPITAL,FL,READM-30-PN-HRRP,702.0,1.038,17.7232,17.0744,127,07/01/2020,06/30/2023
ST ANTHONYS HOSPITAL,FL,READM-30-COPD-HRRP,207.0,1.0062,17.6932,17.5848,37,07/01/2020,06/30/2023
ADVENTHEALTH DAYTONA BEACH,FL,READM-30-PN-HRRP,666.0,0.9868,17.7061,17.9435,117,07/01/2020,06/30/2023
ADVENTHEALTH DAYTONA BEACH,FL,READM-30-COPD-HRRP,242.0,0.9362,19.0803,20.3812,42,07/01/2020,06/30/2023
FLORIDA HOSPITAL CARROLLWOOD,FL,READM-30-PN-HRRP,131.0,1.0011,15.9722,15.954,21,07/01/2020,06/30/2023
FLORIDA HOSPITAL CARROLLWOOD,FL,READM-30-COPD-HRRP,58.0,1.0129,17.6365,17.4123,11,07/01/2020,06/30/2023
TAMPA GENERAL HOSPITAL BROOKSVILLE,FL,READM-30-PN-HRRP,246.0,0.9857,15.844,16.0736,38,07/01/2020,06/30/2023
TAMPA GENERAL HOSPITAL BROOKSVILLE,FL,READM-30-COPD-HRRP,89.0,0.9602,17.4027,18.1247,13,07/01/2020,06/30/2023
ADVENTHEALTH FISH MEMORIAL,FL,READM-30-PN-HRRP,447.0,0.9728,16.9791,17.4533,74,07/01/2020,06/30/2023
ADVENTHEALTH FISH MEMORIAL,FL,READM-30-COPD-HRRP,108.0,1.0079,18.9907,18.8414,21,07/01/2020,06/30/2023
HOLY CROSS HOSPITAL,FL,READM-30-PN-HRRP,509.0,0.9722,16.4885,16.9594,82,07/01/2020,06/30/2023
HOLY CROSS HOSPITAL,FL,READM-30-COPD-HRRP,159.0,1.0444,17.845,17.0866,31,07/01/2020,06/30/2023
ST JOSEPHS HOSPITAL,FL,READM-30-PN-HRRP,1194.0,0.9403,15.5082,16.4936,181,07/01/2020,06/30/2023
ST JOSEPHS HOSPITAL,FL,READM-30-COPD-HRRP,329.0,0.8934,17.3189,19.3856,50,07/01/2020,06/30/2023
SHOREPOINT HEALTH PORT CHARLOTTE,FL,READM-30-PN-HRRP,429.0,1.105,18.9015,17.1058,88,07/01/2020,06/30/2023
SHOREPOINT HEALTH PORT CHARLOTTE,FL,READM-30-COPD-HRRP,198.0,1.04,19.9711,19.2027,42,07/01/2020,06/30/2023
HCA FLORIDA JFK HOSPITAL,FL,READM-30-PN-HRRP,706.0,1.0265,16.8845,16.4481,121,07/01/2020,06/30/2023
HCA FLORIDA JFK HOSPITAL,FL,READM-30-COPD-HRRP,148.0,0.9901,17.9824,18.1624,26,07/01/2020,06/30/2023
UF HEALTH LEESBURG HOSPITAL,FL,READM-30-PN-HRRP,549.0,0.9949,16.4564,16.5404,90,07/01/2020,06/30/2023
UF HEALTH LEESBURG HOSPITAL,FL,READM-30-COPD-HRRP,225.0,0.9475,16.5543,17.472,34,07/01/2020,06/30/2023
BROWARD HEALTH NORTH,FL,READM-30-PN-HRRP,270.0,1.165,19.0432,16.3463,62,07/01/2020,06/30/2023
BROWARD HEALTH NORTH,FL,READM-30-COPD-HRRP,80.0,1.0329,17.5633,17.0045,16,07/01/2020,06/30/2023
SARASOTA MEMORIAL HOSPITAL,FL,READM-30-PN-HRRP,1637.0,0.9575,15.328,16.0086,248,07/01/2020,06/30/2023
SARASOTA MEMORIAL HOSPITAL,FL,READM-30-COPD-HRRP,505.0,0.9283,17.339,18.6787,83,07/01/2020,06/30/2023
BAPTIST HEALTH MEDICAL CENTER - JACKSONVILLE,FL,READM-30-PN-HRRP,1329.0,0.9881,16.1636,16.3585,214,07/01/2020,06/30/2023
BAPTIST HEALTH MEDICAL CENTER - JACKSONVILLE,FL,READM-30-COPD-HRRP,380.0,0.9882,19.1447,19.3739,72,07/01/2020,06/30/2023
FLAGLER HOSPITAL,FL,READM-30-PN-HRRP,619.0,1.0095,16.0525,15.9018,100,07/01/2020,06/30/2023
FLAGLER HOSPITAL,FL,READM-30-COPD-HRRP,232.0,1.0909,20.4989,18.7914,53,07/01/2020,06/30/2023
STEWARD ROCKLEDGE HOSPITAL,FL,READM-30-PN-HRRP,201.0,0.9635,16.1869,16.8007,30,07/01/2020,06/30/2023
STEWARD ROCKLEDGE HOSPITAL,FL,READM-30-COPD-HRRP,101.0,0.9844,18.8031,19.1014,18,07/01/2020,06/30/2023
BAPTIST HOSPITAL,FL,READM-30-PN-HRRP,345.0,0.9496,16.3803,17.2496,53,07/01/2020,06/30/2023
BAPTIST HOSPITAL,FL,READM-30-COPD-HRRP,137.0,0.9152,17.8623,19.518,19,07/01/2020,06/30/2023
ADVENTHEALTH LAKE WALES,FL,READM-30-PN-HRRP,101.0,1.018,15.6469,15.3706,17,07/01/2020,06/30/2023
ADVENTHEALTH LAKE WALES,FL,READM-30-COPD-HRRP,60.0,1.0228,16.1045,15.7459,11,07/01/2020,06/30/2023
CLEVELAND CLINIC INDIAN RIVER HOSPITAL,FL,READM-30-PN-HRRP,632.0,0.9254,14.5855,15.7621,87,07/01/2020,06/30/2023
CLEVELAND CLINIC INDIAN RIVER HOSPITAL,FL,READM-30-COPD-HRRP,251.0,0.9662,17.1658,17.7671,41,07/01/2020,06/30/2023
LEHIGH REGIONAL MEDICAL CENTER,FL,READM-30-PN-HRRP,98.0,1.0276,16.4947,16.0521,18,07/01/2020,06/30/2023
LEHIGH REGIONAL MEDICAL CENTER,FL,READM-30-COPD-HRRP,35.0,1.0814,20.2474,18.7241,12,07/01/2020,06/30/2023
ADVENTHEALTH SEBRING,FL,READM-30-PN-HRRP,607.0,0.965,17.0414,17.6587,101,07/01/2020,06/30/2023
ADVENTHEALTH SEBRING,FL,READM-30-COPD-HRRP,189.0,1.0601,20.8065,19.6268,43,07/01/2020,06/30/2023
HCA FLORIDA OSCEOLA HOSPITAL,FL,READM-30-PN-HRRP,224.0,1.064,19.0523,17.9058,47,07/01/2020,06/30/2023
HCA FLORIDA OSCEOLA HOSPITAL,FL,READM-30-COPD-HRRP,,1.0194,19.1309,18.7668,Too Few to Report,07/01/2020,06/30/2023
UF HEALTH SHANDS HOSPITAL,FL,READM-30-PN-HRRP,787.0,1.1594,20.785,17.9278,174,07/01/2020,06/30/2023
UF HEALTH SHANDS HOSPITAL,FL,READM-30-COPD-HRRP,272.0,0.9178,18.8972,20.5896,46,07/01/2020,06/30/2023
BAPTIST MEDICAL CENTER  BEACHES,FL,READM-30-PN-HRRP,365.0,1.0216,16.0433,15.7043,60,07/01/2020,06/30/2023
BAPTIST MEDICAL CENTER  BEACHES,FL,READM-30-COPD-HRRP,155.0,1.0133,19.4652,19.2089,31,07/01/2020,06/30/2023
FLORIDA HOSPITAL FLAGLER,FL,READM-30-PN-HRRP,499.0,0.9787,17.5316,17.9129,86,07/01/2020,06/30/2023
FLORIDA HOSPITAL FLAGLER,FL,READM-30-COPD-HRRP,101.0,0.9928,18.2639,18.3967,18,07/01/2020,06/30/2023
BARTOW REGIONAL MEDICAL CENTER,FL,READM-30-PN-HRRP,99.0,0.9549,14.1993,14.8695,11,07/01/2020,06/30/2023
BARTOW REGIONAL MEDICAL CENTER,FL,READM-30-COPD-HRRP,,1.0182,15.0099,14.7422,Too Few to Report,07/01/2020,06/30/2023
NORTH OKALOOSA MEDICAL CENTER,FL,READM-30-PN-HRRP,393.0,0.9108,16.6495,18.2792,59,07/01/2020,06/30/2023
NORTH OKALOOSA MEDICAL CENTER,FL,READM-30-COPD-HRRP,130.0,0.9668,19.3249,19.9879,23,07/01/2020,06/30/2023
SANTA ROSA MEDICAL CENTER,FL,READM-30-PN-HRRP,232.0,1.0062,16.1991,16.0994,38,07/01/2020,06/30/2023
SANTA ROSA MEDICAL CENTER,FL,READM-30-COPD-HRRP,111.0,0.9404,16.8708,17.9394,15,07/01/2020,06/30/2023
HOMESTEAD HOSPITAL,FL,READM-30-PN-HRRP,133.0,0.9134,14.2918,15.6463,13,07/01/2020,06/30/2023
HOMESTEAD HOSPITAL,FL,READM-30-COPD-HRRP,,0.9863,15.9698,16.1914,Too Few to Report,07/01/2020,06/30/2023
HCA FLORIDA PASADENA HOSPITAL,FL,READM-30-PN-HRRP,183.0,0.9847,16.9704,17.2336,30,07/01/2020,06/30/2023
HCA FLORIDA PASADENA HOSPITAL,FL,READM-30-COPD-HRRP,75.0,0.9873,18.3872,18.6232,13,07/01/2020,06/30/2023
MORTON PLANT HOSPITAL,FL,READM-30-PN-HRRP,607.0,0.9914,16.0759,16.2147,97,07/01/2020,06/30/2023
MORTON PLANT HOSPITAL,FL,READM-30-COPD-HRRP,254.0,0.9682,19.2998,19.9328,47,07/01/2020,06/30/2023
TAMPA GENERAL HOSPITAL,FL,READM-30-PN-HRRP,394.0,1.0012,18.7608,18.7388,74,07/01/2020,06/30/2023
TAMPA GENERAL HOSPITAL,FL,READM-30-COPD-HRRP,178.0,1.056,20.5338,19.444,40,07/01/2020,06/30/2023
LAKESIDE MEDICAL CENTER,FL,READM-30-PN-HRRP,,0.9552,16.2737,17.0374,Too Few to Report,07/01/2020,06/30/2023
LAKESIDE MEDICAL CENTER,FL,READM-30-COPD-HRRP,,,,,,07/01/2020,06/30/2023
HCA FLORIDA AVENTURA HOSPITAL,FL,READM-30-PN-HRRP,518.0,1.0376,18.9981,18.3102,101,07/01/2020,06/30/2023
HCA FLORIDA AVENTURA HOSPITAL,FL,READM-30-COPD-HRRP,117.0,1.0319,18.0113,17.4542,23,07/01/2020,06/30/2023
SOUTH FLORIDA BAPTIST HOSPITAL,FL,READM-30-PN-HRRP,154.0,0.8999,15.6827,17.4266,17,07/01/2020,06/30/2023
SOUTH FLORIDA BAPTIST HOSPITAL,FL,READM-30-COPD-HRRP,,0.9341,19.1259,20.4744,Too Few to Report,07/01/2020,06/30/2023
ED FRASER MEMORIAL HOSPITAL,FL,READM-30-PN-HRRP,,0.9926,13.6969,13.7984,Too Few to Report,07/01/2020,06/30/2023
ED FRASER MEMORIAL HOSPITAL,FL,READM-30-COPD-HRRP,,0.9664,15.5049,16.0443,Too Few to Report,07/01/2020,06/30/2023
TALLAHASSEE MEMORIAL HEALTHCARE,FL,READM-30-PN-HRRP,432.0,1.0415,17.182,16.4978,77,07/01/2020,06/30/2023
TALLAHASSEE MEMORIAL HEALTHCARE,FL,READM-30-COPD-HRRP,139.0,0.9759,18.3431,18.7962,24,07/01/2020,06/30/2023
ADVENTHEALTH HEART OF FLORIDA,FL,READM-30-PN-HRRP,148.0,1.0931,17.482,15.9933,32,07/01/2020,06/30/2023
ADVENTHEALTH HEART OF FLORIDA,FL,READM-30-COPD-HRRP,73.0,0.9969,16.6965,16.7491,12,07/01/2020,06/30/2023
BAPTIST MEDICAL CENTER - NASSAU,FL,READM-30-PN-HRRP,204.0,0.9752,15.0356,15.4176,29,07/01/2020,06/30/2023
BAPTIST MEDICAL CENTER - NASSAU,FL,READM-30-COPD-HRRP,73.0,0.9853,17.6755,17.9391,12,07/01/2020,06/30/2023
JACKSON HOSPITAL,FL,READM-30-PN-HRRP,153.0,1.077,15.7407,14.6155,29,07/01/2020,06/30/2023
JACKSON HOSPITAL,FL,READM-30-COPD-HRRP,81.0,1.0626,16.5524,15.5775,17,07/01/2020,06/30/2023
LOWER KEYS MEDICAL CENTER,FL,READM-30-PN-HRRP,171.0,1.0184,15.0794,14.8066,27,07/01/2020,06/30/2023
LOWER KEYS MEDICAL CENTER,FL,READM-30-COPD-HRRP,,0.9771,13.2385,13.5492,Too Few to Report,07/01/2020,06/30/2023
MAYO CLINIC,FL,READM-30-PN-HRRP,787.0,0.8864,15.7866,17.8095,116,07/01/2020,06/30/2023
MAYO CLINIC,FL,READM-30-COPD-HRRP,149.0,0.9956,18.3049,18.3863,27,07/01/2020,06/30/2023
SOUTH MIAMI HOSPITAL,FL,READM-30-PN-HRRP,318.0,1.0573,17.3467,16.4063,59,07/01/2020,06/30/2023
SOUTH MIAMI HOSPITAL,FL,READM-30-COPD-HRRP,62.0,1.0303,18.0161,17.4867,13,07/01/2020,06/30/2023
HCA FLORIDA LAKE CITY HOSPITAL,FL,READM-30-PN-HRRP,477.0,1.0494,17.7547,16.9195,88,07/01/2020,06/30/2023
HCA FLORIDA LAKE CITY HOSPITAL,FL,READM-30-COPD-HRRP,176.0,1.0718,20.2444,18.8877,40,07/01/2020,06/30/2023
LAKELAND REGIONAL MEDICAL CENTER,FL,READM-30-PN-HRRP,853.0,1.1304,17.4342,15.4233,157,07/01/2020,06/30/2023
LAKELAND REGIONAL MEDICAL CENTER,FL,READM-30-COPD-HRRP,510.0,1.1386,21.9064,19.2397,120,07/01/2020,06/30/2023
CENTRAL FLORIDA LAKE MONROE HOSPITAL,FL,READM-30-PN-HRRP,183.0,1.0341,17.3233,16.7513,34,07/01/2020,06/30/2023
CENTRAL FLORIDA LAKE MONROE HOSPITAL,FL,READM-30-COPD-HRRP,,0.9501,17.6981,18.6285,Too Few to Report,07/01/2020,06/30/2023
HCA FLORIDA SARASOTA DOCTORS HOSPITAL,FL,READM-30-PN-HRRP,403.0,0.9764,16.5352,16.935,65,07/01/2020,06/30/2023
HCA FLORIDA SARASOTA DOCTORS HOSPITAL,FL,READM-30-COPD-HRRP,101.0,0.9421,16.4939,17.507,13,07/01/2020,06/30/2023
HCA FLORIDA MERCY HOSPITAL,FL,READM-30-PN-HRRP,169.0,1.0621,19.4003,18.2666,37,07/01/2020,06/30/2023
HCA FLORIDA MERCY HOSPITAL,FL,READM-30-COPD-HRRP,,0.9688,18.0817,18.6642,Too Few to Report,07/01/2020,06/30/2023
BOCA RATON REGIONAL HOSPITAL,FL,READM-30-PN-HRRP,1154.0,1.0383,16.5039,15.8952,193,07/01/2020,06/30/2023
BOCA RATON REGIONAL HOSPITAL,FL,READM-30-COPD-HRRP,214.0,1.0534,19.9702,18.9585,46,07/01/2020,06/30/2023
ADVENTHEALTH TAMPA,FL,READM-30-PN-HRRP,504.0,0.9634,17.5782,18.2455,86,07/01/2020,06/30/2023
ADVENTHEALTH TAMPA,FL,READM-30-COPD-HRRP,197.0,0.9309,17.9906,19.3265,31,07/01/2020,06/30/2023
DESOTO MEMORIAL HOSPITAL,FL,READM-30-PN-HRRP,79.0,1.0174,16.2574,15.9802,14,07/01/2020,06/30/2023
DESOTO MEMORIAL HOSPITAL,FL,READM-30-COPD-HRRP,,1.0056,17.5361,17.439,Too Few to Report,07/01/2020,06/30/2023
PALM BEACH GARDENS MEDICAL CENTER,FL,READM-30-PN-HRRP,642.0,1.1135,17.5515,15.7629,120,07/01/2020,06/30/2023
PALM BEACH GARDENS MEDICAL CENTER,FL,READM-30-COPD-HRRP,115.0,1.0386,18.0008,17.3326,23,07/01/2020,06/30/2023
CAPE CANAVERAL HOSPITAL,FL,READM-30-PN-HRRP,246.0,0.8895,15.4096,17.3231,30,07/01/2020,06/30/2023
CAPE CANAVERAL HOSPITAL,FL,READM-30-COPD-HRRP,,0.8772,17.1727,19.5772,Too Few to Report,07/01/2020,06/30/2023
HCA FLORIDA MEMORIAL HOSPITAL,FL,READM-30-PN-HRRP,307.0,0.9653,17.4128,18.0383,51,07/01/2020,06/30/2023
HCA FLORIDA MEMORIAL HOSPITAL,FL,READM-30-COPD-HRRP,99.0,1.0514,21.9836,20.9082,25,07/01/2020,06/30/2023
HCA FLORIDA ST PETERSBURG HOSPITAL,FL,READM-30-PN-HRRP,186.0,1.0493,19.6922,18.7661,40,07/01/2020,06/30/2023
HCA FLORIDA ST PETERSBURG HOSPITAL,FL,READM-30-COPD-HRRP,56.0,1.0372,20.8352,20.0882,14,07/01/2020,06/30/2023
LARKIN COMMUNITY HOSPITAL,FL,READM-30-PN-HRRP,70.0,1.0652,19.3583,18.1728,18,07/01/2020,06/30/2023
LARKIN COMMUNITY HOSPITAL,FL,READM-30-COPD-HRRP,,,,,,07/01/2020,06/30/2023
STEWARD CORAL GABLES HOSPITAL,FL,READM-30-PN-HRRP,152.0,0.9587,17.7365,18.5005,24,07/01/2020,06/30/2023
STEWARD CORAL GABLES HOSPITAL,FL,READM-30-COPD-HRRP,,0.9575,20.9409,21.8708,Too Few to Report,07/01/2020,06/30/2023
STEWARD PALMETTO GENERAL HOSPITAL,FL,READM-30-PN-HRRP,141.0,0.9758,17.5157,17.9498,23,07/01/2020,06/30/2023
STEWARD PALMETTO GENERAL HOSPITAL,FL,READM-30-COPD-HRRP,50.0,1.0207,25.2555,24.7432,14,07/01/2020,06/30/2023
HCA FLORIDA NORTHWEST HOSPITAL,FL,READM-30-PN-HRRP,256.0,1.0065,16.6256,16.5183,43,07/01/2020,06/30/2023
HCA FLORIDA NORTHWEST HOSPITAL,FL,READM-30-COPD-HRRP,92.0,1.051,19.4604,18.5169,21,07/01/2020,06/30/2023
HCA FLORIDA TRINITY HOSPITAL,FL,READM-30-PN-HRRP,279.0,1.0989,18.4638,16.8021,58,07/01/2020,06/30/2023
HCA FLORIDA TRINITY HOSPITAL,FL,READM-30-COPD-HRRP,100.0,1.0465,18.2245,17.4149,21,07/01/2020,06/30/2023
BROWARD HEALTH IMPERIAL POINT,FL,READM-30-PN-HRRP,143.0,1.0526,16.4599,15.6367,27,07/01/2020,06/30/2023
BROWARD HEALTH IMPERIAL POINT,FL,READM-30-COPD-HRRP,,1.0067,18.2717,18.1497,Too Few to Report,07/01/2020,06/30/2023
HCA FLORIDA NORTH FLORIDA HOSPITAL,FL,READM-30-PN-HRRP,882.0,0.9791,16.6026,16.9562,145,07/01/2020,06/30/2023
HCA FLORIDA NORTH FLORIDA HOSPITAL,FL,READM-30-COPD-HRRP,318.0,1.0696,20.3593,19.0341,69,07/01/2020,06/30/2023
HCA FLORIDA SOUTH TAMPA HOSPITAL,FL,READM-30-PN-HRRP,109.0,1.0854,18.6276,17.1621,26,07/01/2020,06/30/2023
HCA FLORIDA SOUTH TAMPA HOSPITAL,FL,READM-30-COPD-HRRP,,0.9924,18.2041,18.343,Too Few to Report,07/01/2020,06/30/2023
HCA FLORIDA KENDALL HOSPITAL,FL,READM-30-PN-HRRP,297.0,0.9691,18.5917,19.1836,53,07/01/2020,06/30/2023
HCA FLORIDA KENDALL HOSPITAL,FL,READM-30-COPD-HRRP,,1.0097,19.9179,19.7256,Too Few to Report,07/01/2020,06/30/2023
ADVENTHEALTH DADE CITY,FL,READM-30-PN-HRRP,127.0,0.8784,15.6134,17.775,11,07/01/2020,06/30/2023
ADVENTHEALTH DADE CITY,FL,READM-30-COPD-HRRP,46.0,1.0333,19.4935,18.8647,11,07/01/2020,06/30/2023
MARION COMMUNTIY HOSPITAL,FL,READM-30-PN-HRRP,1193.0,1.0589,16.8585,15.9214,205,07/01/2020,06/30/2023
MARION COMMUNTIY HOSPITAL,FL,READM-30-COPD-HRRP,321.0,1.0303,18.7335,18.1818,62,07/01/2020,06/30/2023
HCA FLORIDA BLAKE HOSPITAL,FL,READM-30-PN-HRRP,354.0,1.0922,17.5064,16.0283,68,07/01/2020,06/30/2023
HCA FLORIDA BLAKE HOSPITAL,FL,READM-30-COPD-HRRP,139.0,1.0063,17.7121,17.6014,25,07/01/2020,06/30/2023
SEBASTIAN RIVER MEDICAL CENTER,FL,READM-30-PN-HRRP,235.0,1.0224,15.9654,15.6156,39,07/01/2020,06/30/2023
SEBASTIAN RIVER MEDICAL CENTER,FL,READM-30-COPD-HRRP,88.0,0.9595,17.6863,18.4336,13,07/01/2020,06/30/2023
GULF COAST MEDICAL CENTER LEE HEALTH,FL,READM-30-PN-HRRP,888.0,0.8807,14.3598,16.3055,119,07/01/2020,06/30/2023
GULF COAST MEDICAL CENTER LEE HEALTH,FL,READM-30-COPD-HRRP,290.0,0.9966,19.7292,19.7963,57,07/01/2020,06/30/2023
HCA FLORIDA FORT WALTON-DESTIN HOSPITAL,FL,READM-30-PN-HRRP,437.0,1.0889,18.5638,17.0489,87,07/01/2020,06/30/2023
HCA FLORIDA FORT WALTON-DESTIN HOSPITAL,FL,READM-30-COPD-HRRP,135.0,1.0215,17.5575,17.188,25,07/01/2020,06/30/2023
UNIVERSITY HOSPITAL AND MEDICAL CENTER,FL,READM-30-PN-HRRP,196.0,1.0434,17.8934,17.1497,38,07/01/2020,06/30/2023
UNIVERSITY HOSPITAL AND MEDICAL CENTER,FL,READM-30-COPD-HRRP,,0.9899,18.627,18.8175,Too Few to Report,07/01/2020,06/30/2023
HCA FLORIDA ORANGE PARK HOSPITAL,FL,READM-30-PN-HRRP,519.0,0.9083,17.6723,19.4564,85,07/01/2020,06/30/2023
HCA FLORIDA ORANGE PARK HOSPITAL,FL,READM-30-COPD-HRRP,124.0,0.9899,20.6879,20.8981,25,07/01/2020,06/30/2023
WESTSIDE REGIONAL MEDICAL CENTER,FL,READM-30-PN-HRRP,263.0,0.9567,16.7484,17.5072,41,07/01/2020,06/30/2023
WESTSIDE REGIONAL MEDICAL CENTER,FL,READM-30-COPD-HRRP,80.0,1.0604,22.629,21.3408,22,07/01/2020,06/30/2023
MEMORIAL HOSPITAL PEMBROKE,FL,READM-30-PN-HRRP,95.0,1.0494,16.5022,15.7257,19,07/01/2020,06/30/2023
MEMORIAL HOSPITAL PEMBROKE,FL,READM-30-COPD-HRRP,,1.0194,19.1321,18.7685,Too Few to Report,07/01/2020,06/30/2023
HCA FLORIDA WEST HOSPITAL,FL,READM-30-PN-HRRP,558.0,1.0677,16.9482,15.8741,99,07/01/2020,06/30/2023
HCA FLORIDA WEST HOSPITAL,FL,READM-30-COPD-HRRP,166.0,0.9841,15.6351,15.888,25,07/01/2020,06/30/2023
HCA FLORIDA PUTNAM HOSPITAL,FL,READM-30-PN-HRRP,266.0,0.9827,17.3672,17.6726,45,07/01/2020,06/30/2023
HCA FLORIDA PUTNAM HOSPITAL,FL,READM-30-COPD-HRRP,117.0,1.0167,19.6288,19.307,24,07/01/2020,06/30/2023
HCA FLORIDA FAWCETT HOSPITAL,FL,READM-30-PN-HRRP,586.0,1.0963,19.3855,17.6819,120,07/01/2020,06/30/2023
HCA FLORIDA FAWCETT HOSPITAL,FL,READM-30-COPD-HRRP,128.0,1.0018,19.4456,19.4116,25,07/01/2020,06/30/2023
HCA FLORIDA NORTHSIDE HOSPITAL,FL,READM-30-PN-HRRP,256.0,1.0712,19.2113,17.9341,54,07/01/2020,06/30/2023
